trial_id,random_state,dataset_fraction,dataset_rows,aggregate,method,exact_result,estimated_result,relative_error,time_seconds,sample_fraction,sample_size,confidence_interval_lower,confidence_interval_upper,relative_error_estimate
6,298,0.25,2500,AVG,Uniform Sampling,415.11525599999993,409.47159999999997,0.01359539529908283,0.00023639999972147052,0.1,250,,,
6,298,0.25,2500,AVG,Stratified Sampling,415.11525599999993,381.64197030787335,0.08063612504794714,0.002341800000067451,0.1,248,,,
6,298,0.25,2500,AVG,Adaptive Sampling,415.11525599999993,410.6282933333333,0.010808956312284061,0.000911199999791279,0.15000000000000002,375,376.4077252514916,444.848861415175,0.08333709254189818
7,299,0.25,2500,COUNT,Exact Query,2500.0,2500.0,0.0,3.0100000003585592e-05,1.0,2500,2500.0,2500.0,0.0
7,299,0.25,2500,COUNT,Uniform Sampling,2500.0,2500.0,0.0,0.0002586999999039108,0.1,250,,,
7,299,0.25,2500,COUNT,Stratified Sampling,2500.0,2500.0,0.0,0.0022693999999319203,0.1,249,,,
7,299,0.25,2500,COUNT,Adaptive Sampling,2500.0,2500.0,0.0,0.00025529999993523234,0.05,125,2500.0,2500.0,0.0
7,299,0.25,2500,SUM,Exact Query,1050907.2400000002,1050907.2400000002,0.0,2.990000029967632e-05,1.0,2500,1050907.2400000002,1050907.2400000002,0.0
7,299,0.25,2500,SUM,Uniform Sampling,1050907.2400000002,1047117.2,0.0036064457982041016,0.00023489999966841424,0.1,250,,,
7,299,0.25,2500,SUM,Stratified Sampling,1050907.2400000002,1046867.3836575053,0.0038441607296329527,0.0022785999999541673,0.1,249,,,
7,299,0.25,2500,SUM,Adaptive Sampling,1050907.2400000002,1043211.0666666669,0.007323361225804608,0.0009340999999949418,0.15000000000000002,375,955767.2832414714,1130654.8500918625,0.08382175594110726
7,299,0.25,2500,AVG,Exact Query,420.3628960000001,420.3628960000001,0.0,2.6400000024295878e-05,1.0,2500,420.3628960000001,420.3628960000001,0.0
7,299,0.25,2500,AVG,Uniform Sampling,420.3628960000001,418.84688,0.0036064457982040656,0.0002337999999326712,0.1,250,,,
7,299,0.25,2500,AVG,Stratified Sampling,420.3628960000001,418.7469534630021,0.0038441607296329427,0.0022893000000294705,0.1,249,,,
7,299,0.25,2500,AVG,Adaptive Sampling,420.3628960000001,417.2844266666668,0.007323361225804563,0.0009317999997620063,0.15000000000000002,375,382.30691329658856,452.261940036745,0.08382175594110725
8,300,0.25,2500,COUNT,Exact Query,2500.0,2500.0,0.0,2.989999984492897e-05,1.0,2500,2500.0,2500.0,0.0
8,300,0.25,2500,COUNT,Uniform Sampling,2500.0,2500.0,0.0,0.0002567999999882886,0.1,250,,,
8,300,0.25,2500,COUNT,Stratified Sampling,2500.0,2500.0,0.0,0.002243200000066281,0.1,248,,,
8,300,0.25,2500,COUNT,Adaptive Sampling,2500.0,2500.0,0.0,0.0002546999999140098,0.05,125,2500.0,2500.0,0.0
8,300,0.25,2500,SUM,Exact Query,1041157.9299999999,1041157.9299999999,0.0,2.949999998236308e-05,1.0,2500,1041157.9299999999,1041157.9299999999,0.0
8,300,0.25,2500,SUM,Uniform Sampling,1041157.9299999999,973127.3,0.0653413166626891,0.0002484999999978754,0.1,250,,,
8,300,0.25,2500,SUM,Stratified Sampling,1041157.9299999999,1024958.5086476743,0.015559043335842038,0.0023176999998213432,0.1,248,,,
8,300,0.25,2500,SUM,Adaptive Sampling,1041157.9299999999,952001.7333333334,0.08563177026050846,0.0009203999998135259,0.15000000000000002,375,867353.2972028885,1036650.1694637783,0.08891626261441493
8,300,0.25,2500,AVG,Exact Query,416.463172,416.463172,0.0,2.700000004551839e-05,1.0,2500,416.463172,416.463172,0.0
8,300,0.25,2500,AVG,Uniform Sampling,416.463172,389.25092000000006,0.06534131666268901,0.00023909999981697183,0.1,250,,,
8,300,0.25,2500,AVG,Stratified Sampling,416.463172,409.98340345906973,0.015559043335842074,0.002261200000248209,0.1,248,,,
8,300,0.25,2500,AVG,Adaptive Sampling,416.463172,380.80069333333336,0.08563177026050849,0.0009276000000681961,0.15000000000000002,375,346.9413188811554,414.66006778551133,0.08891626261441493
9,301,0.25,2500,COUNT,Exact Query,2500.0,2500.0,0.0,2.900000026784255e-05,1.0,2500,2500.0,2500.0,0.0
9,301,0.25,2500,COUNT,Uniform Sampling,2500.0,2500.0,0.0,0.0002588000002106128,0.1,250,,,
9,301,0.25,2500,COUNT,Stratified Sampling,2500.0,2500.0,0.0,0.0022866000003887166,0.1,249,,,
9,301,0.25,2500,COUNT,Adaptive Sampling,2500.0,2500.0,0.0,0.0002590999997664767,0.05,125,2500.0,2500.0,0.0
9,301,0.25,2500,SUM,Exact Query,1065346.75,1065346.75,0.0,2.9400000130408444e-05,1.0,2500,1065346.75,1065346.75,0.0
9,301,0.25,2500,SUM,Uniform Sampling,1065346.75,1091915.7,0.024939250999733143,0.0002498999997442297,0.1,250,,,
9,301,0.25,2500,SUM,Stratified Sampling,1065346.75,1113989.431172522,0.045659013060791724,0.0022931999997126695,0.1,249,,,
9,301,0.25,2500,SUM,Adaptive Sampling,1065346.75,1091915.7000000002,0.02493925099973336,0.0006202000004122965,0.1,250,989744.2962205297,1194087.1037794708,0.09357078003317518
9,301,0.25,2500,AVG,Exact Query,426.1387,426.1387,0.0,2.840000024662004e-05,1.0,2500,426.1387,426.1387,0.0
9,301,0.25,2500,AVG,Uniform Sampling,426.1387,436.76628000000005,0.024939250999733376,0.00024520000033589895,0.1,250,,,
9,301,0.25,2500,AVG,Stratified Sampling,426.1387,445.5957724690088,0.045659013060791794,0.0022994000000835513,0.1,249,,,
9,301,0.25,2500,AVG,Adaptive Sampling,426.1387,436.76628000000005,0.024939250999733376,0.000708900000063295,0.1,250,395.89771848821186,477.63484151178824,0.09357078003317518
10,302,0.25,2500,COUNT,Exact Query,2500.0,2500.0,0.0,2.8100000236008782e-05,1.0,2500,2500.0,2500.0,0.0
10,302,0.25,2500,COUNT,Uniform Sampling,2500.0,2500.0,0.0,0.00025539999978718697,0.1,250,,,
10,302,0.25,2500,COUNT,Stratified Sampling,2500.0,2500.0,0.0,0.0022561999999197724,0.1,249,,,
10,302,0.25,2500,COUNT,Adaptive Sampling,2500.0,2500.0,0.0,0.0002604000001156237,0.05,125,2500.0,2500.0,0.0
10,302,0.25,2500,SUM,Exact Query,1021475.99,1021475.99,0.0,2.9199999971751822e-05,1.0,2500,1021475.99,1021475.99,0.0
10,302,0.25,2500,SUM,Uniform Sampling,1021475.99,1145372.0,0.1212911622132205,0.00023740000006000628,0.1,250,,,
10,302,0.25,2500,SUM,Stratified Sampling,1021475.99,954809.8894322735,0.06526448122165508,0.002285099999880913,0.1,249,,,
10,302,0.25,2500,SUM,Adaptive Sampling,1021475.99,1085904.1333333333,0.06307357584913309,0.0009322999999312742,0.15000000000000002,375,983164.5656386435,1188643.7010280231,0.09461200537041559
10,302,0.25,2500,AVG,Exact Query,408.590396,408.590396,0.0,2.7200000204175012e-05,1.0,2500,408.590396,408.590396,0.0
10,302,0.25,2500,AVG,Uniform Sampling,408.590396,458.1488,0.12129116221322049,0.0002312999999958265,0.1,250,,,
10,302,0.25,2500,AVG,Stratified Sampling,408.590396,381.9239557729094,0.0652644812216551,0.0022885000003043388,0.1,249,,,
10,302,0.25,2500,AVG,Adaptive Sampling,408.590396,434.3616533333333,0.06307357584913309,0.0009051000001818466,0.15000000000000002,375,393.2658262554574,475.45748041120925,0.09461200537041559
1,543,0.5,5000,COUNT,Exact Query,5000.0,5000.0,0.0,3.9600000036443816e-05,1.0,5000,5000.0,5000.0,0.0
1,543,0.5,5000,COUNT,Uniform Sampling,5000.0,5000.0,0.0,0.0003243000001020846,0.1,500,,,
1,543,0.5,5000,COUNT,Stratified Sampling,5000.0,5000.0,0.0,0.0030031000001145003,0.1,498,,,
1,543,0.5,5000,COUNT,Adaptive Sampling,5000.0,5000.0,0.0,0.0005869000001439417,0.05,250,5000.0,5000.0,0.0
1,543,0.5,5000,SUM,Exact Query,2114076.93,2114076.93,0.0,3.769999966607429e-05,1.0,5000,2114076.93,2114076.93,0.0
1,543,0.5,5000,SUM,Uniform Sampling,2114076.93,2201943.4,0.04156256981622695,0.0003165000002809393,0.1,500,,,
1,543,0.5,5000,SUM,Stratified Sampling,2114076.93,2289309.166607772,0.08288829707241156,0.003259000000070955,0.1,498,,,
1,543,0.5,5000,SUM,Adaptive Sampling,2114076.93,2201943.4000000004,0.04156256981622717,0.0010761000003185472,0.1,500,2007094.7312296466,2396792.068770354,0.08848940838822363
1,543,0.5,5000,AVG,Exact Query,422.81538600000005,422.81538600000005,0.0,4.5200000386103056e-05,1.0,5000,422.81538600000005,422.81538600000005,0.0
1,543,0.5,5000,AVG,Uniform Sampling,422.81538600000005,440.3886800000001,0.04156256981622715,0.00034009999990303186,0.1,500,,,
1,543,0.5,5000,AVG,Stratified Sampling,422.81538600000005,457.8618333215544,0.08288829707241152,0.0026993000001311884,0.1,498,,,
1,543,0.5,5000,AVG,Adaptive Sampling,422.81538600000005,440.3886800000001,0.04156256981622715,0.0007543000001533073,0.1,500,401.41894624592936,479.3584137540708,0.08848940838822363
2,544,0.5,5000,COUNT,Exact Query,5000.0,5000.0,0.0,3.299999980299617e-05,1.0,5000,5000.0,5000.0,0.0
2,544,0.5,5000,COUNT,Uniform Sampling,5000.0,5000.0,0.0,0.00030629999992015655,0.1,500,,,
2,544,0.5,5000,COUNT,Stratified Sampling,5000.0,5000.0,0.0,0.0026665000000321015,0.1,498,,,
2,544,0.5,5000,COUNT,Adaptive Sampling,5000.0,5000.0,0.0,0.00028599999996004044,0.05,250,5000.0,5000.0,0.0
2,544,0.5,5000,SUM,Exact Query,2101594.3800000004,2101594.3800000004,0.0,3.0199999855540227e-05,1.0,5000,2101594.3800000004,2101594.3800000004,0.0
2,544,0.5,5000,SUM,Uniform Sampling,2101594.3800000004,2286694.8,0.08807618718508346,0.00028539999993881793,0.1,500,,,
2,544,0.5,5000,SUM,Stratified Sampling,2101594.3800000004,2106729.5516030407,0.0024434646627863096,0.0029718000000684697,0.1,498,,,
2,544,0.5,5000,SUM,Adaptive Sampling,2101594.3800000004,2286694.8000000003,0.08807618718508368,0.0009411000000909553,0.1,500,2110528.5366383125,2462861.063361688,0.07703969211881176
2,544,0.5,5000,AVG,Exact Query,420.31887600000005,420.31887600000005,0.0,3.279999964433955e-05,1.0,5000,420.31887600000005,420.31887600000005,0.0
2,544,0.5,5000,AVG,Uniform Sampling,420.31887600000005,457.33896000000004,0.08807618718508373,0.0003022999999302556,0.1,500,,,
2,544,0.5,5000,AVG,Stratified Sampling,420.31887600000005,421.345910320608,0.002443464662786121,0.003053100000215636,0.1,498,,,
2,544,0.5,5000,AVG,Adaptive Sampling,420.31887600000005,457.33896000000004,0.08807618718508373,0.0008991000004243688,0.1,500,422.10570732766246,492.5722126723376,0.07703969211881176
3,545,0.5,5000,COUNT,Exact Query,5000.0,5000.0,0.0,3.599999990910874e-05,1.0,5000,5000.0,5000.0,0.0
3,545,0.5,5000,COUNT,Uniform Sampling,5000.0,5000.0,0.0,0.0003339999998388521,0.1,500,,,
3,545,0.5,5000,COUNT,Stratified Sampling,5000.0,5000.0,0.0,0.0026679999996304105,0.1,499,,,
3,545,0.5,5000,COUNT,Adaptive Sampling,5000.0,5000.0,0.0,0.0003004000000146334,0.05,250,5000.0,5000.0,0.0
3,545,0.5,5000,SUM,Exact Query,2061075.03,2061075.03,0.0,3.199999991920777e-05,1.0,5000,2061075.03,2061075.03,0.0
3,545,0.5,5000,SUM,Uniform Sampling,2061075.03,2057810.0,0.0015841393217014656,0.000292899999749352,0.1,500,,,
3,545,0.5,5000,SUM,Stratified Sampling,2061075.03,1999870.5509981168,0.029695415310466978,0.0026981000000887434,0.1,499,,,
3,545,0.5,5000,SUM,Adaptive Sampling,2061075.03,2057810.0,0.0015841393217014656,0.0008201000000553904,0.1,500,1883302.7050659866,2232317.2949340134,0.08480243313717657
3,545,0.5,5000,AVG,Exact Query,412.215006,412.215006,0.0,4.42000000475673e-05,1.0,5000,412.215006,412.215006,0.0
3,545,0.5,5000,AVG,Uniform Sampling,412.215006,411.562,0.001584139321701464,0.0003249000001233071,0.1,500,,,
3,545,0.5,5000,AVG,Stratified Sampling,412.215006,399.9741101996234,0.029695415310466936,0.0026831999998648826,0.1,499,,,
3,545,0.5,5000,AVG,Adaptive Sampling,412.215006,411.562,0.001584139321701464,0.0007402999999612803,0.1,500,376.66054101319736,446.46345898680266,0.08480243313717657
4,546,0.5,5000,COUNT,Exact Query,5000.0,5000.0,0.0,3.199999991920777e-05,1.0,5000,5000.0,5000.0,0.0
4,546,0.5,5000,COUNT,Uniform Sampling,5000.0,5000.0,0.0,0.00030559999959223205,0.1,500,,,
4,546,0.5,5000,COUNT,Stratified Sampling,5000.0,5000.0,0.0,0.002800100000058592,0.1,499,,,
4,546,0.5,5000,COUNT,Adaptive Sampling,5000.0,5000.0,0.0,0.00028940000038346625,0.05,250,5000.0,5000.0,0.0
4,546,0.5,5000,SUM,Exact Query,2087832.32,2087832.32,0.0,3.060000017285347e-05,1.0,5000,2087832.32,2087832.32,0.0
4,546,0.5,5000,SUM,Uniform Sampling,2087832.32,2227533.1999999997,0.06691192518755512,0.0002751000001808279,0.1,500,,,
4,546,0.5,5000,SUM,Stratified Sampling,2087832.32,2161192.609136481,0.03513705982695046,0.0026401999998597603,0.1,499,,,
4,546,0.5,5000,SUM,Adaptive Sampling,2087832.32,2227533.1999999997,0.06691192518755512,0.0007419999997182458,0.1,500,2037536.7881523757,2417529.6118476237,0.08529453650685168
4,546,0.5,5000,AVG,Exact Query,417.566464,417.566464,0.0,3.479999986666371e-05,1.0,5000,417.566464,417.566464,0.0
4,546,0.5,5000,AVG,Uniform Sampling,417.566464,445.50663999999995,0.06691192518755518,0.00027750000026571797,0.1,500,,,
4,546,0.5,5000,AVG,Stratified Sampling,417.566464,432.2385218272961,0.035137059826950326,0.002717900000334339,0.1,499,,,
4,546,0.5,5000,AVG,Adaptive Sampling,417.566464,445.50663999999995,0.06691192518755518,0.0007587999998577288,0.1,500,407.5073576304751,483.5059223695248,0.08529453650685168
5,547,0.5,5000,COUNT,Exact Query,5000.0,5000.0,0.0,4.279999984646565e-05,1.0,5000,5000.0,5000.0,0.0
5,547,0.5,5000,COUNT,Uniform Sampling,5000.0,5000.0,0.0,0.00035109999998894637,0.1,500,,,
5,547,0.5,5000,COUNT,Stratified Sampling,5000.0,5000.0,0.0,0.0027534999999261345,0.1,499,,,
5,547,0.5,5000,COUNT,Adaptive Sampling,5000.0,5000.0,0.0,0.0003106999997726234,0.05,250,5000.0,5000.0,0.0
5,547,0.5,5000,SUM,Exact Query,2114724.0,2114724.0,0.0,3.999999989900971e-05,1.0,5000,2114724.0,2114724.0,0.0
5,547,0.5,5000,SUM,Uniform Sampling,2114724.0,2161139.5,0.021948727115216927,0.00030269999979282147,0.1,500,,,
5,547,0.5,5000,SUM,Stratified Sampling,2114724.0,2187431.967411151,0.03438177625598005,0.0027133000003232155,0.1,499,,,
5,547,0.5,5000,SUM,Adaptive Sampling,2114724.0,2161139.5,0.021948727115216927,0.0007252999998854648,0.1,500,1990157.4665518785,2332121.5334481215,0.07911661114339054
5,547,0.5,5000,AVG,Exact Query,422.9448,422.9448,0.0,3.3599999824218685e-05,1.0,5000,422.9448,422.9448,0.0
5,547,0.5,5000,AVG,Uniform Sampling,422.9448,432.22790000000003,0.02194872711521704,0.0002915000000029977,0.1,500,,,
5,547,0.5,5000,AVG,Stratified Sampling,422.9448,437.48639348223026,0.03438177625598014,0.002658400000200345,0.1,499,,,
5,547,0.5,5000,AVG,Adaptive Sampling,422.9448,432.22790000000003,0.02194872711521704,0.0007131000002118526,0.1,500,398.03149331037577,466.4243066896243,0.07911661114339053
6,548,0.5,5000,COUNT,Exact Query,5000.0,5000.0,0.0,3.569999989849748e-05,1.0,5000,5000.0,5000.0,0.0
6,548,0.5,5000,COUNT,Uniform Sampling,5000.0,5000.0,0.0,0.00029649999987668707,0.1,500,,,
6,548,0.5,5000,COUNT,Stratified Sampling,5000.0,5000.0,0.0,0.00263840000025084,0.1,498,,,
6,548,0.5,5000,COUNT,Adaptive Sampling,5000.0,5000.0,0.0,0.0003197000000909611,0.05,250,5000.0,5000.0,0.0
6,548,0.5,5000,SUM,Exact Query,2127592.98,2127592.98,0.0,3.310000010969816e-05,1.0,5000,2127592.98,2127592.98,0.0
6,548,0.5,5000,SUM,Uniform Sampling,2127592.98,2162970.1999999997,0.0166278138405964,0.0002926000001934881,0.1,500,,,
6,548,0.5,5000,SUM,Stratified Sampling,2127592.98,2268975.0783312577,0.06645166611296946,0.0026441999998496613,0.1,498,,,
6,548,0.5,5000,SUM,Adaptive Sampling,2127592.98,2162970.2,0.01662781384059662,0.0007292999998753658,0.1,500,1974375.6258716627,2351564.774128338,0.08719240520666326
6,548,0.5,5000,AVG,Exact Query,425.518596,425.518596,0.0,2.9599999834317714e-05,1.0,5000,425.518596,425.518596,0.0
6,548,0.5,5000,AVG,Uniform Sampling,425.518596,432.59404,0.01662781384059653,0.0002880000001823646,0.1,500,,,
6,548,0.5,5000,AVG,Stratified Sampling,425.518596,453.79501566625163,0.06645166611296965,0.002684300000055373,0.1,498,,,
6,548,0.5,5000,AVG,Adaptive Sampling,425.518596,432.59404,0.01662781384059653,0.0007107000001269625,0.1,500,394.87512517433254,470.3129548256675,0.08719240520666327
7,549,0.5,5000,COUNT,Exact Query,5000.0,5000.0,0.0,3.329999981360743e-05,1.0,5000,5000.0,5000.0,0.0
7,549,0.5,5000,COUNT,Uniform Sampling,5000.0,5000.0,0.0,0.000299299999824143,0.1,500,,,
7,549,0.5,5000,COUNT,Stratified Sampling,5000.0,5000.0,0.0,0.0025944000003619294,0.1,499,,,
7,549,0.5,5000,COUNT,Adaptive Sampling,5000.0,5000.0,0.0,0.000299400000130845,0.05,250,5000.0,5000.0,0.0
7,549,0.5,5000,SUM,Exact Query,2094647.72,2094647.72,0.0,3.169999990859651e-05,1.0,5000,2094647.72,2094647.72,0.0
7,549,0.5,5000,SUM,Uniform Sampling,2094647.72,2106699.3,0.005753511621514973,0.0002810999999383057,0.1,500,,,
7,549,0.5,5000,SUM,Stratified Sampling,2094647.72,2182330.634505202,0.041860458762584714,0.0026399999997011037,0.1,499,,,
7,549,0.5,5000,SUM,Adaptive Sampling,2094647.72,2106699.3,0.005753511621514973,0.0007313000000976899,0.1,500,1934886.4622536092,2278512.1377463904,0.08155546344292738
7,549,0.5,5000,AVG,Exact Query,418.929544,418.929544,0.0,3.0500000320898835e-05,1.0,5000,418.929544,418.929544,0.0
7,549,0.5,5000,AVG,Uniform Sampling,418.929544,421.33986,0.005753511621514968,0.00027709999994840473,0.1,500,,,
7,549,0.5,5000,AVG,Stratified Sampling,418.929544,436.4661269010404,0.041860458762584644,0.002701800000068033,0.1,499,,,
7,549,0.5,5000,AVG,Adaptive Sampling,418.929544,421.33986,0.005753511621514968,0.0007525000000896398,0.1,500,386.97729245072185,455.7024275492781,0.08155546344292738
8,550,0.5,5000,COUNT,Exact Query,5000.0,5000.0,0.0,3.149999974993989e-05,1.0,5000,5000.0,5000.0,0.0
8,550,0.5,5000,COUNT,Uniform Sampling,5000.0,5000.0,0.0,0.0002948000001197215,0.1,500,,,
8,550,0.5,5000,COUNT,Stratified Sampling,5000.0,5000.0,0.0,0.002606399999876885,0.1,498,,,
8,550,0.5,5000,COUNT,Adaptive Sampling,5000.0,5000.0,0.0,0.00029569999969680794,0.05,250,5000.0,5000.0,0.0
8,550,0.5,5000,SUM,Exact Query,2082167.87,2082167.87,0.0,3.0200000310287578e-05,1.0,5000,2082167.87,2082167.87,0.0
8,550,0.5,5000,SUM,Uniform Sampling,2082167.87,2166342.6999999997,0.04042653390862265,0.0002826999998433166,0.1,500,,,
8,550,0.5,5000,SUM,Stratified Sampling,2082167.87,2158430.161477313,0.03662638953184538,0.002629499999784457,0.1,498,,,
8,550,0.5,5000,SUM,Adaptive Sampling,2082167.87,2166342.6999999997,0.04042653390862265,0.0007228999998005747,0.1,500,1987626.2507114108,2345059.1492885887,0.08249685023915604
8,550,0.5,5000,AVG,Exact Query,416.433574,416.433574,0.0,2.8699999802483944e-05,1.0,5000,416.433574,416.433574,0.0
8,550,0.5,5000,AVG,Uniform Sampling,416.433574,433.26854,0.040426533908622726,0.00028620000011869706,0.1,500,,,
8,550,0.5,5000,AVG,Stratified Sampling,416.433574,431.6860322954626,0.03662638953184545,0.0026274000001649256,0.1,498,,,
8,550,0.5,5000,AVG,Adaptive Sampling,416.433574,433.26854,0.040426533908622726,0.0007057999996504805,0.1,500,397.5252501422822,469.01182985771777,0.08249685023915604
9,551,0.5,5000,COUNT,Exact Query,5000.0,5000.0,0.0,3.349999997226405e-05,1.0,5000,5000.0,5000.0,0.0
9,551,0.5,5000,COUNT,Uniform Sampling,5000.0,5000.0,0.0,0.00030299999980343273,0.1,500,,,
9,551,0.5,5000,COUNT,Stratified Sampling,5000.0,5000.0,0.0,0.0026182999999946333,0.1,499,,,
9,551,0.5,5000,COUNT,Adaptive Sampling,5000.0,5000.0,0.0,0.00028509999992820667,0.05,250,5000.0,5000.0,0.0
9,551,0.5,5000,SUM,Exact Query,2110051.43,2110051.43,0.0,3.100000003541936e-05,1.0,5000,2110051.43,2110051.43,0.0
9,551,0.5,5000,SUM,Uniform Sampling,2110051.43,2129407.0,0.009173032336941583,0.0002743999998529034,0.1,500,,,
9,551,0.5,5000,SUM,Stratified Sampling,2110051.43,2240019.0476829587,0.06159452600781322,0.0027227000000493717,0.1,499,,,
9,551,0.5,5000,SUM,Adaptive Sampling,2110051.43,2129407.0,0.009173032336941583,0.0007066000002851069,0.1,500,1944231.4280582534,2314582.5719417464,0.08696109853200754
9,551,0.5,5000,AVG,Exact Query,422.010286,422.010286,0.0,2.9100000119797187e-05,1.0,5000,422.010286,422.010286,0.0
9,551,0.5,5000,AVG,Uniform Sampling,422.010286,425.88140000000004,0.009173032336941745,0.00028620000011869706,0.1,500,,,
9,551,0.5,5000,AVG,Stratified Sampling,422.010286,448.00380953659175,0.06159452600781332,0.002647600000273087,0.1,499,,,
9,551,0.5,5000,AVG,Adaptive Sampling,422.010286,425.88140000000004,0.009173032336941745,0.0007316000001083012,0.1,500,388.8462856116507,462.91651438834936,0.08696109853200752
10,552,0.5,5000,COUNT,Exact Query,5000.0,5000.0,0.0,3.1800000215298496e-05,1.0,5000,5000.0,5000.0,0.0
10,552,0.5,5000,COUNT,Uniform Sampling,5000.0,5000.0,0.0,0.00029970000014145626,0.1,500,,,
10,552,0.5,5000,COUNT,Stratified Sampling,5000.0,5000.0,0.0,0.0026124999999410647,0.1,499,,,
10,552,0.5,5000,COUNT,Adaptive Sampling,5000.0,5000.0,0.0,0.0002895000002354209,0.05,250,5000.0,5000.0,0.0
10,552,0.5,5000,SUM,Exact Query,2114483.05,2114483.05,0.0,2.9299999823706457e-05,1.0,5000,2114483.05,2114483.05,0.0
10,552,0.5,5000,SUM,Uniform Sampling,2114483.05,2044607.6,0.033046114983045015,0.00028150000025561894,0.1,500,,,
10,552,0.5,5000,SUM,Stratified Sampling,2114483.05,2154934.066463965,0.01913045198634493,0.00269590000016251,0.1,499,,,
10,552,0.5,5000,SUM,Adaptive Sampling,2114483.05,2044607.6000000003,0.033046114983044904,0.0007239999999910651,0.1,500,1866977.9918548723,2222237.2081451286,0.08687711429084391
10,552,0.5,5000,AVG,Exact Query,422.89660999999995,422.89660999999995,0.0,2.949999998236308e-05,1.0,5000,422.89660999999995,422.89660999999995,0.0
10,552,0.5,5000,AVG,Uniform Sampling,422.89660999999995,408.92152000000004,0.03304611498304494,0.00028849999989688513,0.1,500,,,
10,552,0.5,5000,AVG,Stratified Sampling,422.89660999999995,430.986813292793,0.019130451986344926,0.0026465999999345513,0.1,499,,,
10,552,0.5,5000,AVG,Adaptive Sampling,422.89660999999995,408.92152000000004,0.03304611498304494,0.0007565999999314954,0.1,500,373.3955983709744,444.44744162902566,0.08687711429084391
1,793,0.75,7500,COUNT,Exact Query,7500.0,7500.0,0.0,3.889999970851932e-05,1.0,7500,7500.0,7500.0,0.0
1,793,0.75,7500,COUNT,Uniform Sampling,7500.0,7500.0,0.0,0.00035100000013699173,0.1,750,,,
1,793,0.75,7500,COUNT,Stratified Sampling,7500.0,7500.0,0.0,0.003168500000356289,0.1,748,,,
1,793,0.75,7500,COUNT,Adaptive Sampling,7500.0,7500.0,0.0,0.0003271999999014952,0.05,375,7500.0,7500.0,0.0
1,793,0.75,7500,SUM,Exact Query,3183774.37,3183774.37,0.0,3.239999978177366e-05,1.0,7500,3183774.37,3183774.37,0.0
1,793,0.75,7500,SUM,Uniform Sampling,3183774.37,3005204.7,0.0560874136316387,0.0003195999997842591,0.1,750,,,
1,793,0.75,7500,SUM,Stratified Sampling,3183774.37,3074449.80275526,0.03433803861067586,0.002963599999930011,0.1,748,,,
1,793,0.75,7500,SUM,Adaptive Sampling,3183774.37,3082162.1999999997,0.031915631634411454,0.00038779999977123225,0.05,375,2789744.7135847392,3374579.68641526,0.09487413946458123
1,793,0.75,7500,AVG,Exact Query,424.5032493333334,424.5032493333334,0.0,3.370000013092067e-05,1.0,7500,424.5032493333334,424.5032493333334,0.0
1,793,0.75,7500,AVG,Uniform Sampling,424.5032493333334,400.69396000000006,0.05608741363163867,0.00033340000027237693,0.1,750,,,
1,793,0.75,7500,AVG,Stratified Sampling,424.5032493333334,409.926640367368,0.03433803861067586,0.003036000000065542,0.1,748,,,
1,793,0.75,7500,AVG,Adaptive Sampling,424.5032493333334,410.95495999999997,0.03191563163441148,0.00038700000004610047,0.05,375,371.9659618112986,449.94395818870134,0.09487413946458122
2,794,0.75,7500,COUNT,Exact Query,7500.0,7500.0,0.0,3.5200000183976954e-05,1.0,7500,7500.0,7500.0,0.0
2,794,0.75,7500,COUNT,Uniform Sampling,7500.0,7500.0,0.0,0.0003403000000616885,0.1,750,,,
2,794,0.75,7500,COUNT,Stratified Sampling,7500.0,7500.0,0.0,0.0030633000001216715,0.1,749,,,
2,794,0.75,7500,COUNT,Adaptive Sampling,7500.0,7500.0,0.0,0.000318899999911082,0.05,375,7500.0,7500.0,0.0
2,794,0.75,7500,SUM,Exact Query,3169713.5199999996,3169713.5199999996,0.0,3.0199999855540227e-05,1.0,7500,3169713.5199999996,3169713.5199999996,0.0
2,794,0.75,7500,SUM,Uniform Sampling,3169713.5199999996,3146990.5000000005,0.00716879297028682,0.0003271999999014952,0.1,750,,,
2,794,0.75,7500,SUM,Stratified Sampling,3169713.5199999996,3294489.665760887,0.03936511769078971,0.0030249000001276727,0.1,749,,,
2,794,0.75,7500,SUM,Adaptive Sampling,3169713.5199999996,3093069.8000000007,0.02418001485509606,0.00039080000033209217,0.05,375,2803606.317233943,3382533.2827660586,0.09358452976588423
2,794,0.75,7500,AVG,Exact Query,422.62846933333327,422.62846933333327,0.0,3.879999985656468e-05,1.0,7500,422.62846933333327,422.62846933333327,0.0
2,794,0.75,7500,AVG,Uniform Sampling,422.62846933333327,419.59873333333337,0.007168792970286872,0.00033899999971254147,0.1,750,,,
2,794,0.75,7500,AVG,Stratified Sampling,422.62846933333327,439.26528876811824,0.039365117690789694,0.0030277999999270833,0.1,749,,,
2,794,0.75,7500,AVG,Adaptive Sampling,422.62846933333327,412.40930666666674,0.024180014855096122,0.00040880000005927286,0.05,375,373.81417563119237,451.0044377021411,0.09358452976588423
3,795,0.75,7500,COUNT,Exact Query,7500.0,7500.0,0.0,3.510000033202232e-05,1.0,7500,7500.0,7500.0,0.0
3,795,0.75,7500,COUNT,Uniform Sampling,7500.0,7500.0,0.0,0.00033069999972212827,0.1,750,,,
